id,title,author,genre,publisher,year
21377,The Needle's Eye,"Sen. Amber Roberts, Prof. Augustus Konopelski",Classic,Hodder & Stoughton,1982
21421,Many Waters,Brandi Cole,Fable,Hackett Publishing Company,1982
22006,The Green Mile,"Benedict Steuber, Jon Hettinger DVM, Randal McCullough",Mythology,Hawthorne Books,1988
21993,Backstreet Boys,Sook Halvorson,Crime/Detective,Virgin Publishing,1980
21579,I Will Fear No Evil,Farah Rohan II,Reference book,Bloomsbury Publishing Plc,2022
21567,Dota 2,Yuette Parker,Textbook,Kensington Books,1988
21342,Millennium,"Deborah Grant, Shanti Hand, Roman Osinski Sr.",Legend,Firebrand Books,2010
22030,Counter-Strike: Global Offensive,Franklyn Stokes VM,Folklore,Canongate Books,2009
22032,Arms and the Man,Carroll Schultz,Historical fiction,Blackie and Son Limited,2005
21898,The Gold Rush,Elias O'Kon,Comic/Graphic Novel,Marion Boyars Publishers,1939
21511,Dunkirk,Mrs. Jessie Brekke,Folklore,Golden Cockerel Press,1988
21299,Dangerous,Josette Nikolaus DC,Legend,Bantam Spectra,2025
21437,Françoise Sagan,Shirlene Toy,Science fiction,Paulist Press,2015
21664,Wolfenstein 3D,Elvina Nader,Biography/Autobiography,UCL Press,2001
21832,"Alone on a Wide, Wide Sea",Pedro Bradtke,Mystery,Basic Books,2006
21526,To Kill a Mockingbird,Roland Murray,Fanfiction,Paulist Press,1979
21940,In a Dry Season,Fletcher Upton,Horror,D. Reidel,2010
21992,Fortnite,"Norberto Kohler, Moshe Wilderman",Metafiction,G-Unit Books,1976
21451,L.A. Noire,Billy Dare,Fairy tale,Hay House,1985
21949,Can't Slow Down,"Billie Ernser, Lamar Kautzer, Raymundo Aufderhar, Isabelle Boehm",Fiction in verse,Kogan Page,1996
21340,BioShock,Benjamin Mills,Comic/Graphic Novel,Manning Publications,2011
21947,Halo: Reach,"Sean Harvey III, Glenna Huel, Enrique Gislason",Science fiction,Pathfinder Press,2000
21631,Super Mario Sunshine,Julia Bartoletti,Fiction narrative,Parachute Publishing,1978
21320,Back to the Future,Anton Moen,Science fiction,DAW Books,2007
22053,A Farewell to Arms,"Antione O'Reilly, Josette Nikolaus DC",Essay,Tarpaulin Sky Press,2016
21327,Animal Crossing: New Leaf,Trevor Turner,Fiction in verse,Library of America,2005
21817,The Grand Budapest Hotel,"Era Hodkiewicz, Miss Bok Barrows, Jeffery Leuschke PhD",Fable,Godwit Press,1977
21420,The Man Within,Franklyn Stokes VM,Tall tale,Taylor & Francis,2019
21625,The Wind's Twelve Quarters,"Hue Ondricka I, Yesenia Raynor DDS, Lewis Boehm, Rosalva Beer",Fantasy,Secker & Warburg,1880
21845,Cross Road,"Phil Hettinger Ret., Verna Skiles",Speech,J. M. Dent,1986
21447,This Lime Tree Bower,"Blair Casper, Ms. Rodger Hoppe",Horror,Applewood Books,2005
21314,Unplugged,"Randal McCullough, Benedict Steuber, Jon Hettinger DVM",Fiction narrative,Applewood Books,1978
21581,Casablanca,Veronique Carter,Essay,Mandrake Press,1986
21826,Star Wars,"Moshe Wilderman, Norberto Kohler",Fanfiction,Bison Books,2023
21353,The Shawshank Redemption,"Amb. Amberly Beatty, Alysa Pouros Esq.",Biography/Autobiography,Ian Allan Publishing,1982
21622,The Way of All Flesh,"Guadalupe Batz Ret., Paula Rolfson, Kristeen Kessler CPA, Malorie Glover",Folklore,Nauka,2019
21757,Rosemary Sutcliff,"Fredda Brekke, Vernice Emard, Dylan Upton",Essay,Ziff Davis Media,2008
21984,Star Wars: Episode VI - Return of the Jedi,Kristeen Kessler CPA,Realistic fiction,Breslov Research Institute,2000
21958,The Immaculate Collection,Timmy Corwin,Fiction in verse,Charles Scribner's Sons,2022
21865,Blade Runner 2049,Odell Willms,Mythology,Mainstream Publishing,1988
21982,Batman: Arkham Asylum,Kirsten Schaefer,Textbook,Fearless Books,1978
21425,Whitney Houston,Angel Kuhic,Science fiction,Banner of Truth Trust,2023
21931,Whitney,Hortencia Wunsch,Legend,Tachyon Publications,2024
21463,Commandos: Beyond the Call of Duty,Miss Wade Lebsack,Comic/Graphic Novel,Orchard Books,1997
22024,Animal Crossing: Wild World,Lesli Bernier III,Metafiction,Cambridge University Press,1985
21876,The Waste Land,Mitch Gusikowski,Historical fiction,Mandrake of Oxford,2017
22047,The Grand Budapest Hotel,"Era Hodkiewicz, Miss Bok Barrows, Jeffery Leuschke PhD",Fable,Taylor & Francis,1993
21681,Katamari Damacy,"Mitch Gusikowski, Farah Rohan II",Metafiction,DAW Books,2016
21578,North by Northwest,Billie Ernser,Fanfiction,Ace Books,0
21445,Command & Conquer: Red Alert 2,Mr. Dominque Becker,Humor,Canongate Books,2026
21345,2001: A Space Odyssey,Mr. Dominque Becker,Suspense/Thriller,SAGE Publications,2022
21348,Seven Samurai,Jaleesa Breitenberg DVM,Realistic fiction,Ignatius Press,2012
21758,The Elephant Man,Barb Lynch,Metafiction,Haynes Manuals,1983
21801,Nevermind,"Reginia Weissnat, Miss Wade Lebsack",Narrative nonfiction,Velazquez Press,2000
21399,Pokémon: Let's Go Eevee!,Casey Bode,Comic/Graphic Novel,Palgrave Macmillan,1999
21520,Dirty Dancing,Amb. Nannie Labadie,Legend,Horizon Scientific Press,1994
21406,Yoshi's Wooly World,Dr. Emmaline Ritchie,Essay,Sams Publishing,1987
21855,Music Box,Karisa Kozey,Western,George H. Doran Company,1997
21668,Civilization VI,"Kirk Treutel, Klara Runolfsdottir Sr., Lonnie Hilpert",Folklore,Virago Press,1888
21500,Command & Conquer: Rivals,The Hon. Kylee Rempel,Humor,Dalkey Archive Press,2007
21813,The Lives of Others,"Lawrence Hauck, Sean Kassulke",Folklore,Burns & Oates,2001
21955,Slippery When Wet,Beverly McDermott,Fiction in verse,Churchill Livingstone,2000
21738,Goodfellas,Shirlene Toy,Classic,Parachute Publishing,2020
22016,Terrible Swift Sword,Louanne Cruickshank,Horror,University of Michigan Press,1998
21636,Gandhi,Carin Christiansen,Narrative nonfiction,Martinus Nijhoff Publishers,1967
21885,Command & Conquer: Tiberian Sun,Amb. Amberly Beatty,Science fiction,Unknown,1852
21789,Call of Duty: Black Ops,"Kirk Treutel, Klara Runolfsdottir Sr.",Textbook,Gay Men's Press,1984
21994,The Widening Gyre,The Hon. Terence Klocko,Fable,Butterworth-Heinemann,2001
21549,Cinema Paradiso,Miss Ward Farrell,Fantasy,Pen and Sword Books,1980
22045,Hotel Rwanda,Ted Rutherford,Reference book,Secker & Warburg,2025
21508,The Golden Bowl,"Tomasa Kozey, The Hon. Kylee Rempel",Realistic fiction,Gaspereau Press,2013
21556,V for Vendetta,"Hal Nitzsche, Damian Gulgowski",Fantasy,University of Akron Press,2010
21676,Guitar Hero,Miss Ward Farrell,Narrative nonfiction,Library of America,1989
21983,Brand New Eyes,Lakenya Boyer IV,Mythopoeia,"Farrar, Straus & Giroux",2010
21414,Star Wars: Episode I – The Phantom Menace,Carroll Schultz,Science fiction,Pen and Sword Books,2002
21799,Commandos: Strike Force,Elmer Parker,Narrative nonfiction,Happy House,1994
21482,Pokémon Moon,Zackary Carter,Fiction in verse,Candlewick Press,1978
21981,Daydream,Franklyn Stokes VM,Classic,Blue Ribbon Books,1980
21755,Starcraft,Danilo Zieme,Science fiction,Manning Publications,2015
21376,Kirby's Epic Yarn,"Frederick Klocko CPA, Jeffery Leuschke PhD, Miss Bok Barrows, Era Hodkiewicz",Fanfiction,Anova Books,2009
21943,If I Forget Thee Jerusalem,Wendell Zboncak,Fable,United States Government Publishing Office,1979
21895,The Heart Is Deceitful Above All Things,"Randal McCullough, Jon Hettinger DVM, Benedict Steuber",Comic/Graphic Novel,Bantam Books,2000
21770,Dwarf Fortress,Zoila Christiansen,Fairy tale,Basic Books,2003
21910,The Sign,Benjamin Mills,Comic/Graphic Novel,Marshall Cavendish,1890
21916,Crysis,"Dylan Upton, Fredda Brekke, Vernice Emard",Legend,Peace Hill Press,1983
21812,Civilization V,Susannah Tremblay DC,Speech,Mandrake Press,2000
21396,Memento,Barb Lynch,Comic/Graphic Novel,Adis International,1992
21803,Pokémon Blue,"Kristeen Kessler CPA, Malorie Glover, Guadalupe Batz Ret., Paula Rolfson",Classic,Marshall Pickering,2026
21572,Command & Conquer: Generals - Zero Hour,Cleo Predovic,Fiction in verse,Godwit Press,2008
21650,Hitman: Absolution,"Zackary Carter, Nick Ziemann",Fable,Focal Press,1975
21462,The Moving Toyshop,Rep. Vern Turcotte,Historical fiction,Adis International,1976
21764,Pokémon Sword,"Edmundo Oberbrunner, Amb. Elia Lebsack, Bernard Bayer",Textbook,Fairview Press,2004
21503,Halo 2,Gonzalo Macejkovic,Mythology,Schocken Books,2022
21841,An Evil Cradling,"Lonnie Hilpert, Jae Bogisich",Fantasy,HMSO,1984
21793,Halo 4,"Amb. Elia Lebsack, Bernard Bayer, Edmundo Oberbrunner",Fable,Candlewick Press,2005
21321,Fallout: New Vegas,Rosann Wolf VM,Reference book,Anova Books,2014
22017,"If Not Now, When?",Brandi Cole,Fantasy,St. Martin's Press,2010
21959,Saving Private Ryan,"Mohamed Dach, Clyde Jacobson",Folklore,Ziff Davis Media,1999
21488,A Wednesday,Selena Schroeder,Comic/Graphic Novel,Charles Scribner's Sons,1994
21825,The Thing,Cleo Predovic,Science fiction,Bloodaxe Books,1999
21573,Vertigo,"Marlon Casper, Boyce Hoeger",Reference book,Brill,2025
21322,Call of Duty 4: Modern Warfare,Mohamed Dach,Fantasy,Zed Books,1998
21483,To Sail Beyond the Sunset,Antonio Lindgren,Narrative nonfiction,Boydell & Brewer,2005
21432,Civilization III,Jerrold Bogan LLD,Historical fiction,Golden Cockerel Press,1977
21379,American Beauty,Prof. Remedios Powlowski,Western,Secker & Warburg,2021
21487,Kingdom Hearts II,Rossana Cruickshank,Reference book,Sams Publishing,1998
21666,Pokémon Ultra Moon,"Kristeen Kessler CPA, Malorie Glover, Paula Rolfson, Guadalupe Batz Ret.",Fanfiction,Pen and Sword Books,2015
21459,Wii Sports,Earnest Glover,Speech,Random House,2017
21301,Inside Out,Jaleesa Breitenberg DVM,Metafiction,"Farrar, Straus & Giroux",2011
21894,The Truman Show,"Jerald Raynor, Clyde Jacobson",Suspense/Thriller,Eerdmans Publishing,2012
21957,Consider the Lilies,Trevor Turner,Science fiction,Harcourt Assessment,1904
21697,Psycho,Leighann O'Connell,Tall tale,Booktrope,2011
22054,The Last of Us,Roland Murray,Suspense/Thriller,Taylor & Francis,1995
21690,Pokémon Alpha Sapphire,"Mercedez Welch, Alphonso Gulgowski",Science fiction,Harlequin Enterprises Ltd,1983
21674,The Sun Also Rises,Karisa Kozey,Classic,Breslov Research Institute,2026
21352,The Godfather: Part II,Miss Wade Lebsack,Suspense/Thriller,Booktrope,1980
21474,Day of the Tentacle,Terrance Schneider,Western,Adis International,1978
21862,Pokémon Ruby,"Dr. Emmaline Ritchie, Moshe Wilderman, Norberto Kohler",Western,Scholastic Press,1986
22037,Million Dollar Baby,"Catarina Gleason, Msgr. Mohammed Buckridge, Lilla Gislason DC",Essay,Burns & Oates,2007
21388,Day of the Tentacle,Terrance Schneider,Western,Mascot Books,2006
21464,The Line of Beauty,Phil Hettinger Ret.,Fanfiction,Salt Publishing,1996
21831,Helldorado,Laronda Kuhn,Narrative nonfiction,Candlewick Press,1978
22033,Heat,"Lela Emard, Keeley Hand, Coy Streich",Tall tale,Parachute Publishing,1994
21814,The Lion King,Myrl Miller,Mystery,Hodder Headline,1984
21548,Shadow Tactics: Blade of the Shogun,Casey Bode,Comic/Graphic Novel,Focal Press,1983
21990,Fear and Trembling,Ozzie Jast,Mystery,University of Akron Press,2024
21842,Dulce et Decorum Est,Maura Kuvalis DC,Horror,Ian Allan Publishing,2000
